Time Position_x Position_y Position_z Roll Pitch Yaw
67.898 -1.9460174708281412 -0.034882239278819935 -0.0010014582033033327 -1.4756103858955526e-05 0.007707139681267035 -1.5492155907686493
68.398 -1.9460172473284123 -0.034869752479791766 -0.0010014583134998409 -1.4758260755316895e-05 0.007707141037672184 -1.549170102255767
68.899 -1.9460170294598311 -0.03485745382692192 -0.0010014584223742087 -1.4760391730069932e-05 0.007707142377876362 -1.5491250602862152
69.399 -1.946016812396954 -0.034845072791100336 -0.001001458532303389 -1.47625440210462e-05 0.007707143731021473 -1.5490794773110335
69.899 -1.9460165974569263 -0.034832683302131184 -0.0010014586426380992 -1.4764705164488379e-05 0.007707145089077669 -1.5490336230363388
70.402 -1.9460163842172213 -0.03482026057128859 -0.001001458753603475 -1.4766879658560802e-05 0.007707146454802487 -1.548987404665163
70.902 -1.9460161714263722 -0.034807729651899606 -0.0010014588658810442 -1.4769080884168174e-05 0.00770714783657606 -1.5489405393780509
71.404 -1.9460159607996461 -0.03479518988151102 -0.0010014589785896193 -1.4771291569519001e-05 0.00770714922356163 -1.5488933954200854
71.905 -1.946015751925158 -0.03478261626958937 -0.001001459091951748 -1.4773516110357794e-05 0.007707150618492142 -1.5488458777532168
72.409 -1.9460155448159113 -0.03477000870359419 -0.0010014592059717047 -1.4775754585653256e-05 0.007707152021419244 -1.548797984126451
72.909 -1.9460153415213286 -0.034757493151329595 -0.001001459319514772 -1.4777984692308923e-05 0.007707153418386706 -1.5487501949419156
73.409 -1.9459108241389993 -0.039304878476273584 -0.0010010848888254847 -1.108447035946549e-05 0.0076972600317916735 -1.5471248841263854
73.909 -1.9430773799630539 -0.13122119952903086 -0.0010013845938508445 -1.4174834359936724e-05 0.0077057732644705565 -1.5223893265533668
74.409 -1.9330283279394176 -0.23694998296631986 -0.0010017455445860066 -1.9296775704836403e-05 0.007715421343173426 -1.4388482829388047
74.91 -1.9170225987511913 -0.34216064921299205 -0.0010015198842021206 -1.2452074802144061e-05 0.007710080208494741 -1.3855148052929283
75.41 -1.895025481023893 -0.4495481687295031 -0.0010016103994970084 -2.0554256187894253e-05 0.007713043960599524 -1.3549730825090658
75.91 -1.8700996019978176 -0.5535561416021169 -0.0010015503305066988 -2.062448563227603e-05 0.007711822611581726 -1.3186660751078727
76.41 -1.8425538207439875 -0.6559313490874911 -0.0010016116704252079 -1.0390670795487448e-05 0.007710377357766248 -1.3019207108395916
76.91 -1.8136558796511506 -0.7589296535636438 -0.0010014394028766416 -2.073837229807561e-05 0.00770968838493472 -1.2886387762806457
77.41 -1.7824019413993277 -0.8613860374382781 -0.001001807806411261 -6.996007686078438e-06 0.007713661692925225 -1.2540606151651683
77.91 -1.7467325128325117 -0.9621700819138065 -0.0010011071914310006 -1.8283963709078008e-05 0.00770117039666353 -1.2099569160308667
78.41 -1.706447498444722 -1.063512890429086 -0.0010015067369480261 -1.2702722069074063e-05 0.0077085064052026695 -1.1701921162809108
78.913 -1.6621300955253233 -1.1575799500569013 -0.0010013272645040955 -1.4301541346927776e-05 0.0077046056526427886 -1.0831404391607267
79.413 -1.6106835232054115 -1.2488656456845706 -0.0010012483175360389 -1.599879173335964e-05 0.00770273744170544 -1.0290081421433022
79.913 -1.5549033678045492 -1.3392321058949983 -0.0010019218173858042 -1.3421931363665621e-05 0.007720175551874548 -1.0086121801073225
80.415 -1.5014310118825145 -1.4197511909603322 -0.00100111897783799 -1.710376004927524e-05 0.007699258363988458 -0.9613381391978435
80.915 -1.43702359021715 -1.4995288364949086 -0.0010014245544252773 -1.4114358764563383e-05 0.0077067908000267365 -0.8252592852413135
81.416 -1.3760299013721888 -1.5604619727041802 -0.001000803125854998 -7.646936922645284e-06 0.007697747205817721 -0.758022344020196
81.918 -1.291882614972345 -1.625973072263631 -0.0010019968253986537 -2.037003400243386e-05 0.007714417186877363 -0.5564844931830675
82.418 -1.1960103118257153 -1.675570589883282 -0.0010019487655891224 -1.5624755805000266e-05 0.007714640125580049 -0.41221541030832953
82.919 -1.093869382224126 -1.7128024150368706 -0.0010021339071229797 -1.1779788974310389e-05 0.007718254531484759 -0.30575069754570094
83.419 -0.9909620273217749 -1.7421622632324412 -0.0010014073824029905 -2.2790363341872428e-05 0.007705020768394657 -0.2469556801942629
83.919 -0.8850598789944479 -1.7656647026743142 -0.001001760558273862 -1.766162939527416e-05 0.007711335674900366 -0.18922589249421393
84.419 -0.7784047713230977 -1.784212445412807 -0.0010017724212362314 -1.8332605428507312e-05 0.0077115019824454826 -0.1581321022103289
84.919 -0.6728739712447043 -1.7996875488947255 -0.0010017942716964746 -1.8484071400793323e-05 0.00771180697977084 -0.14279169075873618
85.42 -0.5654768068466631 -1.81522940453606 -0.0010017527900061454 -2.3575108818611308e-05 0.007708525818285561 -0.14120131377358808
85.923 -0.4567307507861788 -1.8297852185148762 -0.0010013904101816226 -1.3746481176144695e-05 0.007705706735509114 -0.12829949598797474
86.423 -0.34893027294808987 -1.8432866548537252 -0.0010015006975247001 -1.5041268601292228e-05 0.0077072660900008635 -0.1222618160056634
86.925 -0.2412134519398152 -1.8554191599832823 -0.001000844761422568 -7.748470880694255e-06 0.007697763925451372 -0.10071058224808359
87.425 -0.1319480742849806 -1.865414735489483 -0.001001648327563949 -1.5677147987517347e-05 0.007709994979194415 -0.08201684251185633
87.925 -0.023511780899854336 -1.8732048198911002 -0.0010016254294609554 -1.4751799856352546e-05 0.0077097216224785384 -0.06255454312131598
88.426 0.08462080346121664 -1.8793208419695306 -0.0010016744256162585 -1.4921219866917077e-05 0.007710931419553462 -0.05025897338531355
88.926 0.19254049972521503 -1.8828171728347862 -0.0010016676780396049 -1.236159008503872e-05 0.0077108089929307745 -0.012188538164796734
89.426 0.29985624709285286 -1.8821178890213754 -0.001001611718216909 -1.169580708857558e-05 0.007710083611594232 0.020627232201193012
89.926 0.40798570405631174 -1.8789205820923036 -0.0010017378999237665 -8.887539784279357e-06 0.007711700158321719 0.04382919705767501
90.426 0.5131825998997146 -1.8709616305474435 -0.0010018343432073515 -8.847438399946618e-06 0.007714203597832342 0.10569000984082808
90.926 0.6161766159841701 -1.8578288409564956 -0.0010018896911226857 -8.780273585654015e-06 0.0077153475389767365 0.14444768603142288
91.432 0.720763005350751 -1.8416545556661836 -0.0010011212704198677 -2.0370166519607114e-05 0.007700391897558748 0.15595040687519215
91.932 0.819759195372421 -1.824161279795222 -0.001002167285180544 -1.1033804059707419e-05 0.007719096864790492 0.22039794438113722
92.432 0.8918940269641368 -1.8046858790524942 -0.0010019299077370057 -1.4695059784830894e-05 0.0077145048034522575 0.31114059718438447
92.938 0.9528973231621883 -1.7810581148852265 -0.0010010535673213132 -9.148398003598438e-06 0.0076967160950818965 0.42690417138133524
93.439 1.0507469503394427 -1.7338898335407047 -0.0010011724348303781 -9.933626185252986e-06 0.007697825602959456 0.4651630926717438
93.939 1.1469025579397367 -1.6826692750818961 -0.0010014906235998947 -1.1402573937018127e-05 0.0077081955722855455 0.518095127699086
94.439 1.2383609014856474 -1.626865571500046 -0.0010016662635011914 -8.028581149392723e-06 0.00771040260508902 0.5819541140765305
94.939 1.3248813069140228 -1.5639221719926564 -0.0010017692040297857 -8.36579317947339e-06 0.007713206321503508 0.6738988649893868
95.439 1.4069386730328897 -1.491722111665403 -0.0010013945263644478 -1.8311788942500117e-05 0.007708303857334603 0.7699284917874412
95.939 1.481107238464883 -1.4142495886965578 -0.0010014505655089878 -1.4217896140881958e-05 0.0077073222833711486 0.8493007823351038
