Time Position_x Position_y Position_z Roll Pitch Yaw
96.439 1.5488943075189674 -1.330713533934586 -0.0010013857593060005 -1.5148696901844975e-05 0.007705953839950389 0.9309897079376164
96.94 1.6083311877406599 -1.2415111754641437 -0.001000712639194462 -1.2660528969575792e-05 0.007690570251907631 1.0421650659136437
97.441 1.6576107568258156 -1.1457651397841297 -0.0010013986191272709 -1.3344728578793306e-05 0.007706429600628949 1.150835538318157
97.942 1.6961282124569714 -1.0453995605140611 -0.0010014991638254526 -1.259504724094357e-05 0.007708169546812341 1.248424962423988
98.443 1.7265944604576438 -0.9426967714970695 -0.0010015787121156992 -1.148143705631267e-05 0.007709569417195988 1.310033859777396
98.944 1.7532283889457554 -0.8358971153538746 -0.0010016592915510387 -1.0440834815235134e-05 0.007710961176573325 1.335668084331309
99.444 1.776966695083025 -0.7342045278198905 -0.0010017025693347323 -1.0215574129896602e-05 0.00771166148124009 1.349034938665546
99.946 1.800493398773679 -0.6327537172757938 -0.0010017933617566845 -1.113601824157507e-05 0.007713841173160842 1.3491836248180455
100.447 1.8239208197218433 -0.532640590007228 -0.0010015984866766636 -1.4618685944962096e-05 0.007711040440246839 1.3439691226801471
100.947 1.847306748251886 -0.4321215109722597 -0.0010013557116610484 -5.348500600472104e-06 0.007704383920797937 1.3460224847700355
101.447 1.869305896550919 -0.3423066670417421 -0.0010017846757919002 -1.6568789347027026e-05 0.007712793523529564 1.3143322118482443
101.947 1.8865190549592057 -0.2787918346481672 -0.0010010259067710255 -8.45120472287137e-06 0.007703041646097924 1.2631712193394604
102.447 1.9057933084036465 -0.2231673126052571 -0.0010016969795563595 -1.0432825854712939e-05 0.007711503728848226 1.2210879674980044
102.947 1.9392133059831445 -0.15495421267275195 -0.0010016166840327162 -1.6614571421942503e-05 0.007710001466995012 1.036403382069424
103.447 1.9745051785015448 -0.08552987188775467 -0.0010017109094518813 -1.691565556933225e-05 0.007710799584197372 1.1941804097388202
103.947 1.9962592692654255 0.016966621256244603 -0.0010020426189873387 -7.072699451414128e-06 0.007719118338745459 1.5061671736338569
104.447 1.9910000747741823 0.12257678072878045 -0.0010014258687126437 -1.3545607647853851e-05 0.0077068676424311994 1.7323703313531205
104.947 1.967832296377681 0.22427700166964062 -0.0010011143367205412 -1.3272694457701368e-05 0.007699590582021521 1.8437768324384654
105.447 1.9342929798949038 0.32679995793537325 -0.0010013939069821315 -1.3410816664209853e-05 0.007706375685313962 1.9084383221850156
105.947 1.8998617259232182 0.42521520335391516 -0.0010008758939250677 -1.1640171287486253e-05 0.007695890356743027 1.9234070864489812
106.447 1.8628563122250845 0.5285173350703163 -0.0010014108868684757 -1.3990899374323012e-05 0.00770651731223628 1.890172936517079
106.948 1.830282270851639 0.6276030040086567 -0.001000942851303012 -1.1780852936679209e-05 0.007696964649432345 1.8891375127547
107.448 1.7981480259408686 0.7287762477354727 -0.001000907935224591 -1.160521856410745e-05 0.007696513888130831 1.8819956018001567
107.948 1.7669944066379137 0.824814611680259 -0.0010008666453532426 -8.963515118788188e-06 0.007696431873951107 1.9114874364457475
108.45 1.7303938149588414 0.9226861763804886 -0.001000893378720013 -9.570143442562019e-06 0.0076966837609041 1.9565517574245666
108.95 1.6889930753233 1.0203458550700297 -0.0010014234655313023 -1.2859452615932989e-05 0.007706970923609757 2.003945932600108
109.452 1.6418719755199218 1.116610666962562 -0.0010014469652719488 -1.2585053787480206e-05 0.007707331849346825 2.0572358363649803
109.952 1.5900060184283913 1.2103005738627157 -0.0010014945270990436 -1.3718813460728378e-05 0.007707828374715836 2.08386133309478
110.452 1.5354414060691952 1.3048436453426726 -0.0010011051912791648 -7.996721785278235e-06 0.007699653830720722 2.1040597111049486
110.953 1.4802223241552654 1.394327169925472 -0.0010012634936583907 -7.186931361067864e-06 0.00770347900580207 2.169074442155646
111.454 1.421191679409063 1.4746260249600678 -0.0010017851534878108 -1.4558241460159227e-05 0.0077123518999575955 2.201495782773471
111.954 1.3658507956045391 1.5481559261625002 -0.0010010083893206914 -5.601453763621396e-06 0.007701336450620425 2.2449586008953846
112.455 1.3028411760479943 1.6233515295249104 -0.001001952271814991 -1.5517894152178796e-05 0.007714696366159016 2.3541117529142275
112.955 1.218213259206798 1.6892824246263727 -0.0010013423278271878 -1.940027312599812e-05 0.0077041778967329 2.5976842080245373
113.455 1.12179769769372 1.73529687339082 -0.001001494849609083 -1.5950982718830273e-05 0.0077075900313051185 2.774957949949174
113.955 1.0194241061180596 1.7669352535127563 -0.0010014748688495466 -1.577030177062306e-05 0.007707279735617017 2.8903129551986773
114.455 0.9136591633219638 1.789805998981754 -0.0010014147202999611 -1.5054187452119699e-05 0.007705570513871349 2.972829839587747
114.956 0.8050984169785401 1.8046113226060585 -0.0010014085841448424 -1.6265913242999206e-05 0.007709550562478185 3.036296434105848
115.456 0.6966062794505773 1.81452513340169 -0.0010016433789700047 -1.3919535832325479e-05 0.007710184918861245 3.060028690466254
115.956 0.588776956757976 1.8223626566363549 -0.0010017526267382289 -1.3428964626135114e-05 0.007711943474738962 3.0795254993023278
116.456 0.4798802216949324 1.8285058702227461 -0.0010016761381706693 -1.2511392306843345e-05 0.007710840292860031 3.0930632320932805
116.957 0.3725370253762521 1.8331588622154151 -0.0010018478813233964 -1.2034247328832155e-05 0.007713696170154559 3.1045950715893507
117.457 0.2665048693489611 1.8361343414700855 -0.0010020854026754067 -1.1057707519330618e-05 0.007717682256912858 3.1195124797549414
117.959 0.1596217354178381 1.8384345254400947 -0.0010019634672712475 -6.155658679412458e-06 0.007716792982241817 3.124272945562184
118.46 0.048131862496474574 1.8397744858361913 -0.0010013835821439214 -2.2442115180646314e-05 0.007704414870845432 3.1319489975776427
118.961 -0.05627126280531694 1.8394101671558691 -0.0010014250844435704 -2.3485910071619003e-05 0.0077043573308717755 -3.1307049381842513
119.461 -0.16396463103232353 1.8385560994777927 -0.0010020214635162034 -2.013823318105512e-05 0.0077148881381795984 -3.13543074212812
119.961 -0.2696168952068108 1.8386433468931438 -0.0010018176839995674 -1.369170090148784e-05 0.007713725688768769 3.130781052495732
120.461 -0.37315874298086105 1.8400441146537982 -0.001001581016686428 -2.36910961958539e-05 0.007707296402350189 3.1256331562533988
120.963 -0.47647951202132033 1.841714142983897 -0.001001562860233455 -2.3266766279252596e-05 0.0077071490587998885 3.1206509078132427
121.465 -0.5717339650319145 1.845012379716952 -0.0010020749098399312 -1.0173024546494102e-05 0.007718463361664507 3.0983628745612086
121.965 -0.6392725248930277 1.8478802312387046 -0.0010014928876250773 -1.331477724573476e-05 0.007707956389425771 3.110691970816643
122.468 -0.6981752326337258 1.8488286456871104 -0.0010008486400930224 -7.705729144070654e-06 0.007698129977072571 -3.136208663000424
122.969 -0.7410870995429774 1.848501917098924 -0.0010015062359594352 -1.3769269846062643e-05 0.0077080636940270305 -3.1167076836956937
123.469 -0.7509107404133581 1.8483331493281046 -0.0010016329499461657 -1.0858947410678762e-05 0.007706020118564163 -3.1362891501763026
123.969 -0.8198269186047005 1.8532233523292194 -0.0010009627077192974 -6.604297356091251e-06 0.007695460804447307 3.0775695202760596
124.469 -0.9243204499797991 1.8486337438603369 -0.001001625564713421 -1.0935175068416416e-05 0.007710358965736171 -2.977738111338346
124.969 -1.0251822930105363 1.8217517585029936 -0.001000918594519836 -6.327611126116811e-06 0.007699655654712765 -2.7774352138724114
125.474 -1.1227778295764008 1.776135388853583 -0.00100211583641506 -2.094297971304904e-05 0.007717472645710645 -2.642018467688645
125.974 -1.2120757963027267 1.719121081238348 -0.001000982769608319 -7.6206787453183735e-06 0.007702543638711981 -2.5244892512234123
126.474 -1.2941894416264426 1.6549535124183372 -0.0010018216991588662 -1.8970696706022907e-05 0.007712115910529098 -2.4365588833674074
126.976 -1.3699982791297638 1.5841015223860508 -0.0010009837527701626 -9.569184867637543e-06 0.0077015976425576374 -2.3415667742305257
127.478 -1.4438734522628998 1.502634289423154 -0.0010018152482165962 -1.7238635469092508e-05 0.0077123248389065575 -2.282318021111666
127.978 -1.5083857850251567 1.4196787719129529 -0.0010018453983624588 -1.5772684476740963e-05 0.007713066982649598 -2.179436918429607
128.479 -1.5666226911231242 1.3295151436851167 -0.0010018993539987198 -1.40357321838545e-05 0.007714122240401923 -2.1105521806640013
128.979 -1.6191719902325232 1.2349712209012698 -0.001002117983599303 -1.380449693041118e-05 0.007715164019061658 -2.033092149093212
129.479 -1.66338546799346 1.1374499223587893 -0.0010013937132980245 -2.420042506971787e-05 0.0077021537749396435 -1.9547566831349887
129.979 -1.7016151765337202 1.0354098423709246 -0.0010016571195450436 -1.6564992183880414e-05 0.007710096423605159 -1.9032131692728416
130.479 -1.7356489431482243 0.9322485501204096 -0.0010016449189188363 -1.7402635092354104e-05 0.007709689997681083 -1.869491731704235
130.979 -1.766792984577148 0.8276398613433908 -0.0010016366258795949 -1.781185241161792e-05 0.00770951071790661 -1.8582167219005128
131.479 -1.7961823084326682 0.7236133846350552 -0.0010016753996255692 -1.794353542432671e-05 0.007710062189914124 -1.831296038789262
131.979 -1.8237014538223884 0.6175696500878151 -0.001000944473679561 -9.266126146050119e-06 0.0077007574114137875 -1.8214770041457802
132.483 -1.849196526168095 0.5171047531247652 -0.001001760984818606 -1.8525067640859185e-05 0.0077112692009637185 -1.8168394364380362
132.983 -1.8766747724630417 0.4126819679905332 -0.001001904890894842 -1.940943357115708e-05 0.007713279833820122 -1.8325213489518395
133.483 -1.9027622790859637 0.3130058494224951 -0.0010009364122195753 -8.390778345094508e-06 0.0077005344425383065 -1.8184002937644455
133.983 -1.9276411642301932 0.21407932428855841 -0.0010018228460361642 -1.8324571451066577e-05 0.007712257021419539 -1.8309505122239735
134.483 -1.9485475511863226 0.13978594737984373 -0.0010014972870165222 -1.5369882974488347e-05 0.007707703080024876 -1.8542286774472798
134.983 -1.9654565781250808 0.0821945528772926 -0.0010018091251738255 -8.887005074506358e-06 0.007713539326944305 -1.8506446256897917
135.486 -1.9792172897161233 0.03190012365026112 -0.0010012965256097732 -8.964755498969026e-06 0.007709325862679707 -1.8113985906879535
135.986 -1.9794097019018957 0.03220811451673776 -0.0010014072729283424 -1.3034757986762314e-05 0.007706636000572325 -1.57261556928472
136.486 -1.9794093435795026 0.032199243906112396 -0.0010014158473821075 -1.3619968239042673e-05 0.007706654749894018 -1.5726099565390028
